Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,SUBJECT:,SECTION:,COURSE SCHEDULE,I can easily log-in and log-out my Canvas account.,I can access my course using the mobile Canvas app.,I can access my Canvas account using the available computers in JRU.,I have no issues accessing my Canvas account using JRU's wifi connection.,I have no issues accessing my Canvas account using the wired internet connection in the computer laboratories.,I can easily get help when I have problems with my Canvas account.,I can access my Canvas account outside JRU.,I can clearly understand the lessons on my Canvas modules.,I recognize that the modules in my course are well organized.,I can easily manage the navigation of the courses through the desktop version.,I can easily manage the navigation of the courses through the mobile app.,I notice that course materials on Canvas have connection with the face to face (classroom) lesson content.,I understand the lessons better with the help of course materials in Canvas.,Canvas course materials make me interested.,The course materials on Canvas helped me prepare for:,,,,My instructor knows how to use Canvas.,My instructor demonstrated mastery of the subject matter.,My instructor encourages me to use Canvas.,Canvas has made it easy for me to:,,,"I can answer the assessment materials (quiz, exam) posted in Canvas.",I find the course materials on Canvas aligned with the:,,,I have been give enough time to accomplish the activities on Canvas.,What I like best in Canvas is/are:,What I like least in Canvas is/are:,I would like to suggest:
10894152836,241444183,2019-07-31 11:47:12,2019-07-31 11:53:11,114.198.144.38,,,,2062,HIS C301 - Life and Works of Rizal,201R,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Quiz,Quiz,
10894149222,241444183,2019-07-31 11:43:06,2019-07-31 11:45:45,175.176.41.141,,,,2063,NST C101- National Service Training Program 1,bsba mktg 101k,08:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,the quizzes,modules,oral quiz
10894149203,241444183,2019-07-31 11:43:32,2019-07-31 11:46:46,114.198.144.38,,,,2064,NST C101- National Service Training Program 1,101-P,08:30 AM,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
10894146112,241444183,2019-07-31 11:29:57,2019-07-31 11:44:32,112.205.50.181,,,,2065,FOS C101 - Strategies for Academic Success in College,102I,10:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
10894143628,241444183,2019-07-31 11:39:36,2019-07-31 11:41:35,112.206.179.32,,,,2066,PSY C101 - Understanding the Self,BS-104A,06:00 PM,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Modules,Having code,
10894137064,241444183,2019-07-31 11:34:18,2019-07-31 11:37:00,112.209.127.179,,,,2067,HIS C101- Readings in Philippine History,BSIT 102I,01:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,the accesibility and portability,it doesnt really send me notifications right away if I have things to finish or answer,nothing
10894137024,241444183,2019-07-31 11:34:36,2019-07-31 11:36:42,110.54.242.236,,,,2068,HIS C101- Readings in Philippine History,C103,01:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The ease of access to aasignments,"some announcements don't pull through sometimes, so I either don't get notified at all or get notified late.",A better way of notifying students.
10894135785,241444183,2019-07-31 11:33:43,2019-07-31 11:36:30,112.206.179.32,,,,2069,FOS C101 - Strategies for Academic Success in College,BS-104A,01:30 PM,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Modules,Having code,Make an alarm for their canvas to remember their activity
10894134645,241444183,2019-07-31 11:32:45,2019-07-31 11:35:00,114.108.241.58,,,,2070,FOS C101 - Strategies for Academic Success in College,104X,04:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,easy way to pass the requirements,makes the students lazy.,dont rely too much on canvas
10894129413,241444183,2019-07-31 11:28:40,2019-07-31 11:32:49,112.206.179.32,,,,2071,HIS C101- Readings in Philippine History,BS-104A,03:00 PM,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Modules that I have time to advance reading,Having code each activity,Make an alarm to their canvas so that they will remember what activity they need to do
10894127140,241444183,2019-07-31 11:27:10,2019-07-31 11:31:37,114.108.241.58,,,,2072,ENG C101- Purposive Communication,104X,01:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Easy for us to pass the requirements.,canvas makes students lazy.,do not rely too much on canvas.
10894124708,241444183,2019-07-31 11:25:30,2019-07-31 11:43:28,112.201.162.164,,,,2073,HIS C101- Readings in Philippine History,202F,10:30 AM,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,It easy to use you can access canvas everywhere if you have internet connection,The TIME LIMIT of assignments because not everyone have good internet in their homes it may cause disadvantage for not passing assignments on time. So I recommend to change this make a OPEN TIME so we dont have to worry passing our assignments in canvas anytime.,"A OPEN TIME access to any Assignments in canvas before deadline. Because not everyone have a good internet connection, So they dont have to worry to pass the assignments on time because their no TIME LIMIT anymore."
10894123569,241444183,2019-07-31 11:24:25,2019-07-31 11:26:37,114.108.241.58,,,,2074,PSY C101 - Understanding the Self,104X,03:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Accessibility in canvas wherever you go,Prone to laziness,Nothing
10894122409,241444183,2019-07-31 11:23:38,2019-07-31 11:25:39,114.108.241.58,,,,2075,PSY C101 - Understanding the Self,104X,03:00 PM,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Convenience to learn even outside the campus,Prone to laziness for students.,N/A
10894120917,241444183,2019-07-31 11:22:03,2019-07-31 11:24:15,114.108.241.58,,,,2076,FOS C101 - Strategies for Academic Success in College,104X,04:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Accessibility in canvas wherever you go,Prone to laziness,Nothing
10894119117,241444183,2019-07-31 11:20:48,2019-07-31 11:27:52,112.206.179.32,,,,2077,ENG C101- Purposive Communication,BS-104A,01:30 PM,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,They have to do task so that I can easily find what activity I need to do ea ch subject,Having code,Encourage student to have a canvas in their mobile. I just Want to suggest to have a alarm that notify to their phone what activity they need to do
10894118820,241444183,2019-07-31 11:20:46,2019-07-31 11:22:35,114.108.241.58,,,,2078,HIS C101- Readings in Philippine History,101LM,12:00 PM,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Convenience to learn even outside the campus,Prone to laziness for students.,N/A
10894116743,241444183,2019-07-31 11:19:21,2019-07-31 11:21:58,114.108.241.58,,,,2079,FOS C101 - Strategies for Academic Success in College,105X,01:30 PM,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The modules and announcements,,
10894116660,241444183,2019-07-31 11:19:06,2019-07-31 11:21:47,114.108.241.58,,,,2080,HIS C101- Readings in Philippine History,101LM,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Accessibility in canvas wherever you go,Prone to laziness,Nothing
10894114401,241444183,2019-07-31 11:17:50,2019-07-31 11:19:47,114.108.241.58,,,,2081,FOS C101 - Strategies for Academic Success in College,104X,04:30 PM,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Convenience to learn even outside the campus,Prone to laziness for students,N/A
10894111006,241444183,2019-07-31 11:14:58,2019-07-31 11:18:20,114.108.241.58,,,,2082,ENG C101- Purposive Communication,104X,01:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Accessibility in canvas wherever you go,Prone to laziness,Nothing
10894110885,241444183,2019-07-31 11:14:32,2019-07-31 11:17:39,114.108.241.58,,,,2083,NST C101- National Service Training Program 1,104TM,11:30 AM,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The modules and announcement,,
10894110422,241444183,2019-07-31 11:14:36,2019-07-31 11:17:16,114.108.241.58,,,,2084,FOS C101 - Strategies for Academic Success in College,105X,01:30 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,we can easily open the lessons anytime,,
10894109764,241444183,2019-07-31 11:14:23,2019-07-31 11:17:07,114.108.241.58,,,,2085,ENG C101- Purposive Communication,104X,01:30 PM,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Convenience to learn even outside the campus,Prone to Laziness,nothing more/ nothing less
10894106133,241444183,2019-07-31 11:11:48,2019-07-31 11:15:34,180.191.142.155,,,,2086,HTM C704 - Transportation Management,202TM,01:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,The modules,quizzes,enough time to answer the given activities
10894105409,241444183,2019-07-31 11:10:25,2019-07-31 11:13:34,114.108.241.58,,,,2087,NST C101- National Service Training Program 1,104TM,11:30 AM,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Convenience to learn even at home.,The effect of being lazy to self study.,nothing much.
10894104704,241444183,2019-07-31 11:07:34,2019-07-31 11:21:40,175.176.41.132,,,,2088,HIS C101- Readings in Philippine History,102P,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,,,Please upload modules and activities early.
10894104600,241444183,2019-07-31 11:10:03,2019-07-31 11:17:08,203.160.174.174,,,,2089,HIS C301 - Life and Works of Rizal,201DA,01:30 PM,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,It's convenience.,,Improve notifications and reminders feature.
10894103395,241444183,2019-07-31 11:08:11,2019-07-31 11:20:02,114.108.241.58,,,,2090,HIS C301 - Life and Works of Rizal,201DA,01:30 PM,Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,,The module are so broad,"Make module simply understand by student,"
10894103298,241444183,2019-07-31 11:08:22,2019-07-31 11:14:31,114.108.241.58,,,,2091,NST C101- National Service Training Program 1,104TM,11:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Accessibility where ever you are.,Prone to laziness.,nothing much.
10894101794,241444183,2019-07-31 10:53:15,2019-07-31 11:20:08,114.108.241.58,,,,2092,ENG C101- Purposive Communication,105X,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I can do an advance review,None,None
10894097164,241444183,2019-07-31 11:03:51,2019-07-31 11:18:25,110.54.196.65,,,,2093,PHI C102- Ethics,AB-PSYCHOLOGY 101P,07:30 AM,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,"Easy to pass homeworks, quizzes and exams","Slow connection of the wifi, not alligned in what the inatructor teaches, other things on it are very complicated","In canvas there is nothing to add yet, but since we have online learning and face to face learning. INSTRUCTORS should not only rely in canvas. They should atleast teach more on the face to face meeting even there is online learning. We enroll for quality education NOT QUALITY ONLINE EDUCATION. Especially on this subject, ethics, our instructor only states of his experiences, shares his thoughts and not so matterable stories that was not related with the Ethics subject"
10894095404,241444183,2019-07-31 11:03:57,2019-07-31 11:14:00,114.108.241.58,,,,2094,HIS C101- Readings in Philippine History,105X,10:30 AM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The modules and announcement.,,"Appreciate the task and activities of the students, don't pressure the students,follow only the instruction in the given activites"
10894091504,241444183,2019-07-31 11:00:51,2019-07-31 11:13:59,114.108.241.58,,,,2095,HIS C101- Readings in Philippine History,105X,10:30 AM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,we can open the lessons anytime,,"Learn to appreciate and don't under estimate the works and skills of the students, follow only the given activities in canvas, don't pressure the students."
10894086157,241444183,2019-07-31 10:57:15,2019-07-31 11:02:56,114.108.241.58,,,,2096,ENG C101- Purposive Communication,105X,12:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The modules and announcement,Poor connection at home and school,
10894084238,241444183,2019-07-31 10:55:53,2019-07-31 11:00:28,114.108.241.58,,,,2097,ENG C101- Purposive Communication,105X,12:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,easily to open the lesson anytime using JRU wifi,some students doesn't have internet connection at home.,
10894081624,241444183,2019-07-31 10:54:13,2019-07-31 11:26:24,112.204.197.235,,,,2098,FOS C101 - Strategies for Academic Success in College,BSHM-CMGT 103s,01:30 PM,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,because we can easily see the tasks especially when exam or prelim etc.,,just keep using the canvas because the canvas will help a lot and avoid costing students extra fees especially the book because the module is still needed and students will read it just like us and thankyou.
10894079322,241444183,2019-07-31 10:52:08,2019-07-31 10:55:37,114.108.241.58,,,,2099,NST C101- National Service Training Program 1,104TM,11:30 AM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Students can easily open the lessons anytime in school,poor internet connection of the students at home,
10894075180,241444183,2019-07-31 10:49:20,2019-07-31 10:57:48,114.108.241.58,,,,2100,NST C101- National Service Training Program 1,101-F,08:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,advice to reading,nothing,nothing
10894074435,241444183,2019-07-31 10:48:32,2019-07-31 11:12:45,114.198.144.38,,,,2101,ENG C101- Purposive Communication,103X,10:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Modules,Forum,Make it more easy to use
10894071092,241444183,2019-07-31 10:45:29,2019-07-31 10:55:52,114.108.241.58,,,,2102,HIS C301 - Life and Works of Rizal,105X,09:00 AM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The modules and announcements.,Poor connection at home and school,
10894070367,241444183,2019-07-31 10:46:07,2019-07-31 10:48:19,130.105.8.172,,,,2103,ENG C101- Purposive Communication,101I,10:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,
10894070292,241444183,2019-07-31 10:45:29,2019-07-31 10:50:38,114.108.241.58,,,,2104,HIS C301 - Life and Works of Rizal,105X,09:00 AM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Easily to open lesson anytime,Poor internet connection of the students at home.,
10894063059,241444183,2019-07-31 10:40:39,2019-07-31 10:45:00,112.205.213.135,,,,2105,FOS C101 - Strategies for Academic Success in College,101A,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Exams,Forums,N/A
10894062016,241444183,2019-07-31 10:39:45,2019-07-31 10:44:15,130.105.8.172,,,,2106,HIS C101- Readings in Philippine History,101I,12:00 PM,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
10894061742,241444183,2019-07-31 10:40:27,2019-07-31 10:47:20,114.108.241.58,,,,2107,ENG C101- Purposive Communication,101-F,07:00 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,advice to read the modules,can't save the activities/homework and can't  see in teacher my homework on them i dont know why.,being active this canvas.
10894059075,241444183,2019-07-31 10:38:27,2019-07-31 10:40:15,180.191.171.11,,,,2108,PSY C101 - Understanding the Self,BSA 105A,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,,,"During examination, it should not have a Batch 1 and Batch 2 and also there should be no other sections who are inside the examination room."
