Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44
11035719176,247032279,10/02/2019 15:27,10/02/2019 15:30,203.160.174.174,,,,1768,FOS C101 - Strategies for Academic Success in College,105I,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Easy to do what are the assignments you do ,The connection ,No internet to do in canvas hahhaha
11035718082,247032279,10/02/2019 15:26,10/02/2019 15:29,203.160.174.174,,,,1769,FOS C101 - Strategies for Academic Success in College,BSIT 105I,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Easy Access,None.,None.
11035718000,247032279,10/02/2019 15:26,10/02/2019 15:29,203.160.174.174,,,,1770,FOS C101 - Strategies for Academic Success in College,BSIT 1050i,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Easy to access . and wherever you are you can access it!  ,None,None
11035716254,247032279,10/02/2019 15:25,10/02/2019 15:26,203.160.174.174,,,,1771,FOS C101 - Strategies for Academic Success in College,1051,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,
11035710170,247032279,10/02/2019 15:20,10/02/2019 15:23,114.108.241.58,,,,1772,FOS C101 - Strategies for Academic Success in College,105I,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Portable,none,
11035707688,247032279,10/02/2019 15:19,10/02/2019 15:21,203.160.174.174,,,,1773,PSY C101 - Understanding the Self,102-f,3:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,easily access,none,none
11035697010,247032279,10/02/2019 15:11,10/02/2019 15:15,114.108.241.58,,,,1774,FOS C101 - Strategies for Academic Success in College,SP101A,3:00 PM,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,quizes,power point presentation,to make sure students can maximize their time by answering or doing their tasks in canvas.
11035694000,247032279,10/02/2019 15:08,10/02/2019 15:13,203.160.174.174,,,,1775,HIS C301 - Life and Works of Rizal,103M,3:00 PM,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,to see the date when i have a ass,,remove
11035693299,247032279,10/02/2019 15:07,10/02/2019 15:12,114.108.241.58,,,,1776,HIS C301 - Life and Works of Rizal,201ED,3:00 PM,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,convenient,waste time outside school,do it in class time only
11035692825,247032279,10/02/2019 15:07,10/02/2019 15:12,203.160.174.174,,,,1777,HIS C301 - Life and Works of Rizal,201-ED,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,
11035692822,247032279,10/02/2019 15:07,10/02/2019 15:12,114.108.241.58,,,,1778,FOS C101 - Strategies for Academic Success in College,SP101-A,3:00 PM,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The modules posted on it.,,
11035692458,247032279,10/02/2019 15:08,10/02/2019 15:13,114.108.241.58,,,,1779,FOS C101 - Strategies for Academic Success in College,SP101 A,3:00 PM,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,,,
11035692178,247032279,10/02/2019 15:05,10/02/2019 15:13,114.108.241.58,,,,1780,HIS C301 - Life and Works of Rizal,201-ED,3:00 PM,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,,,
11035691775,247032279,10/02/2019 15:06,10/02/2019 15:15,114.108.241.58,,,,1781,FOS C101 - Strategies for Academic Success in College,SP101A,3:00 PM,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,What I like best about canvas is that the lessons for the whole semester are already posted.,What i least like about canvas is that it has problems signing in.,I would like to suggest that all quizzes and exams in canvas to be done at school.
11035691629,247032279,10/02/2019 15:06,10/02/2019 15:17,203.160.174.174,,,,1782,FOS C101 - Strategies for Academic Success in College,SP101A,3:00 PM,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,"What I like the best here in canvas is that the lessons are already posted. You can study it before the face to face discussion, so that you know what to answer in every recitations.","What I like least here in canvas is that once you logged in from one device, it is hard to log into another.",I would like to suggest that all of the exams and quizzes that are posted in canvas to be taken inside the school/on-site.
11035691541,247032279,10/02/2019 15:06,10/02/2019 15:09,114.108.241.58,,,,1783,HIS C301 - Life and Works of Rizal,201-ED,3:00 PM,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,ease of access,the passwords,easier to access  
11035691362,247032279,10/02/2019 15:05,10/02/2019 15:10,203.160.174.174,,,,1784,HIS C301 - Life and Works of Rizal,201-ED,3:00 PM,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NOOOOOOOOO,AAAAAAAAAAAAJH,AAAAAAAHG
11035691310,247032279,10/02/2019 15:05,10/02/2019 15:12,114.108.241.58,,,,1785,HIS C301 - Life and Works of Rizal,201ED,3:00 PM,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,you can back read the modules,the time given or the deadlines wasnt long enough ,lessen the space taken by the application
11035690777,247032279,10/02/2019 15:05,10/02/2019 15:08,114.108.241.58,,,,1786,HIS C301 - Life and Works of Rizal,201ED,3:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,answering quiz,if the internet is slow,none
11035689947,247032279,10/02/2019 15:04,10/02/2019 15:12,114.108.241.58,,,,1787,FOS C101 - Strategies for Academic Success in College,SP101A,3:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,,,
11035689911,247032279,10/02/2019 15:06,10/02/2019 15:09,203.160.174.174,,,,1788,FOS C101 - Strategies for Academic Success in College,SP101A,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Easy to access ,lot of activity,
11035689826,247032279,10/02/2019 15:04,10/02/2019 15:07,114.108.241.58,,,,1789,HIS C301 - Life and Works of Rizal,201 Ed ,3:08 PM,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
11035689432,247032279,10/02/2019 15:04,10/02/2019 15:09,203.160.174.174,,,,1790,FOS C101 - Strategies for Academic Success in College,SP101A,3:00 PM,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,easy to access,lot of quizzes, fast internet
11035689255,247032279,10/02/2019 15:04,10/02/2019 15:07,114.108.241.58,,,,1791,FOS C101 - Strategies for Academic Success in College,SP101A,3:00 PM,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,,,
11035689187,247032279,10/02/2019 15:04,10/02/2019 15:11,114.108.241.58,,,,1792,HIS C301 - Life and Works of Rizal,201-ed,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,easy access,the security,to more secure  
11035689093,247032279,10/02/2019 15:03,10/02/2019 15:07,203.160.174.174,,,,1793,FOS C101 - Strategies for Academic Success in College,SP101-A,3:00 PM,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Easy to access,none,none
11035688737,247032279,10/02/2019 15:04,10/02/2019 15:09,203.160.174.174,,,,1794,HIS C301 - Life and Works of Rizal,BSED-ENG201,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,easy to understand the lessons,,
11035688712,247032279,10/02/2019 15:04,10/02/2019 15:08,114.108.241.58,,,,1795,FOS C101 - Strategies for Academic Success in College,SP101A,3:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,,,
11035688698,247032279,10/02/2019 15:04,10/02/2019 15:10,114.108.241.58,,,,1796,HIS C301 - Life and Works of Rizal,201ED,3:00 PM,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,nothing,nothing,terminate
11035688485,247032279,10/02/2019 15:03,10/02/2019 15:12,114.108.241.58,,,,1797,FOS C101 - Strategies for Academic Success in College,SP101A,3:00 PM,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Can communicate easily with my instructor,Sometimes we cant access in other computer,
11035688464,247032279,10/02/2019 15:04,10/02/2019 15:15,114.108.241.58,,,,1798,FOS C101 - Strategies for Academic Success in College,SP101A,3:06 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"The things I like in canvas are the modules that helps me to understand the topics, it helps me to be responsible student in passing the online activities, quizzes and discussion. ",There are times that I hate canvas when there are many things to accomplish in short time but I realize that it is my responsibility to do all of that because that is my task as a student.,I don't have any suggestion and I am satisfied in using the canvas application.
11035688293,247032279,10/02/2019 15:03,10/02/2019 15:12,114.108.241.58,,,,1799,HIS C301 - Life and Works of Rizal,201 ED,3:00 PM,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Design,Logging in and out problems,None
11035688240,247032279,10/02/2019 15:03,10/02/2019 15:11,203.160.174.174,,,,1800,HIS C301 - Life and Works of Rizal,201-ED,3:00 PM,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,,,
11035688051,247032279,10/02/2019 15:03,10/02/2019 15:08,114.108.241.58,,,,1801,HIS C301 - Life and Works of Rizal,201-ED,3:00 PM,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,nothing,nothing,terminate the use of canvas.
11035688019,247032279,10/02/2019 15:02,10/02/2019 15:08,114.108.241.58,,,,1802,FOS C101 - Strategies for Academic Success in College,101A,3:00 PM,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,,,
11035687892,247032279,10/02/2019 15:03,10/02/2019 15:08,203.160.174.174,,,,1803,HIS C301 - Life and Works of Rizal,201-ED,3:00 PM,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,EASY TO USE,,
11035687835,247032279,10/02/2019 15:03,10/02/2019 15:09,114.108.241.58,,,,1804,HIS C301 - Life and Works of Rizal,201 ED,3:00 PM,Agree,N/A,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,NOTHING,NOTHING,Face to face discussion is better.
11035687769,247032279,10/02/2019 15:03,10/02/2019 15:09,203.160.174.174,,,,1805,HIS C301 - Life and Works of Rizal,201-ED,3:00 PM,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,I can answer quiz anywhere ,nothing,
11035687726,247032279,10/02/2019 15:03,10/02/2019 15:08,203.160.174.174,,,,1806,HIS C301 - Life and Works of Rizal,201-ED,3:00 PM,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,,,
11035687698,247032279,10/02/2019 15:03,10/02/2019 15:08,114.108.241.58,,,,1807,HIS C301 - Life and Works of Rizal,201-ED,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11035687551,247032279,10/02/2019 15:03,10/02/2019 15:09,203.160.174.174,,,,1808,FOS C101 - Strategies for Academic Success in College,SP101A,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Everything sis,Time,world peace
11035687432,247032279,10/02/2019 15:03,10/02/2019 15:07,114.108.241.58,,,,1809,FOS C101 - Strategies for Academic Success in College,SP101A,3:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,
11035687196,247032279,10/02/2019 15:03,10/02/2019 15:06,114.108.241.58,,,,1810,FOS C101 - Strategies for Academic Success in College,SP101A,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,i like the way that canvas gives information without the guidance of the instructor.,,
11035687118,247032279,10/02/2019 15:03,10/02/2019 15:05,114.108.241.58,,,,1811,FOS C101 - Strategies for Academic Success in College,SP101-A,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,EASY TO ACCESS,EASY TO ACCESS,EASY TO ACCESS
11035686973,247032279,10/02/2019 15:03,10/02/2019 15:05,203.160.174.174,,,,1812,FOS C101 - Strategies for Academic Success in College,SP101A,3:30 PM,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,EVERYTHING,NOTHING,NONE
11035686626,247032279,10/02/2019 15:02,10/02/2019 15:08,203.160.174.174,,,,1813,FOS C101 - Strategies for Academic Success in College,SP101A,3:30 PM,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,"It's very helpful specially when you have a assignment, teachers announce it on canvas",,
11035686411,247032279,10/02/2019 15:02,10/02/2019 15:04,203.160.174.174,,,,1814,FOS C101 - Strategies for Academic Success in College,SP101A,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,--,--,--
11035686157,247032279,10/02/2019 15:02,10/02/2019 15:06,203.160.174.174,,,,1815,HIS C301 - Life and Works of Rizal,201ED,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,
11035686081,247032279,10/02/2019 15:02,10/02/2019 15:07,203.160.174.174,,,,1816,FOS C101 - Strategies for Academic Success in College,SP101A,3:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,reliable and easy-to-use,,
11035686027,247032279,10/02/2019 15:02,10/02/2019 15:09,203.160.174.174,,,,1817,FOS C101 - Strategies for Academic Success in College,SP101A,3:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,can take down note anytime or take quiz or exam anywhere.,,
11035643681,247032279,10/02/2019 14:26,10/02/2019 14:33,114.108.241.58,,,,1818,NST C101- National Service Training Program 1,101G,8:30 AM,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,easy to acess,,
